key,units_sold,day_1,day_2,day_3,day_4,day_5
04/09/12_9043.0,632.0,618.0,1426.0,338.0,866.0,1080.0
04/09/12_9092.0,618.0,1426.0,338.0,866.0,1080.0,112.0
04/09/12_9112.0,1426.0,338.0,866.0,1080.0,112.0,850.0
04/09/12_9132.0,338.0,866.0,1080.0,112.0,850.0,364.0
04/09/12_9147.0,866.0,1080.0,112.0,850.0,364.0,1286.0
04/09/12_9164.0,1080.0,112.0,850.0,364.0,1286.0,658.0
04/09/12_9178.0,112.0,850.0,364.0,1286.0,658.0,760.0
04/09/12_9190.0,850.0,364.0,1286.0,658.0,760.0,406.0
04/09/12_9221.0,364.0,1286.0,658.0,760.0,406.0,535.0
04/09/12_9250.0,1286.0,658.0,760.0,406.0,535.0,429.0
04/09/12_9273.0,658.0,760.0,406.0,535.0,429.0,392.0
04/09/12_9279.0,760.0,406.0,535.0,429.0,392.0,741.0
04/09/12_9281.0,406.0,535.0,429.0,392.0,741.0,600.0
04/09/12_9328.0,535.0,429.0,392.0,741.0,600.0,279.0
04/09/12_9371.0,429.0,392.0,741.0,600.0,279.0,210.0
04/09/12_9425.0,392.0,741.0,600.0,279.0,210.0,379.0
04/09/12_9430.0,741.0,600.0,279.0,210.0,379.0,451.0
04/09/12_9432.0,600.0,279.0,210.0,379.0,451.0,832.0
04/09/12_9436.0,279.0,210.0,379.0,451.0,832.0,1250.0
04/09/12_9439.0,210.0,379.0,451.0,832.0,1250.0,523.0
04/09/12_9442.0,379.0,451.0,832.0,1250.0,523.0,588.0
04/09/12_9456.0,451.0,832.0,1250.0,523.0,588.0,880.0
04/09/12_9479.0,832.0,1250.0,523.0,588.0,880.0,378.0
04/09/12_9481.0,1250.0,523.0,588.0,880.0,378.0,1492.0
04/09/12_9490.0,523.0,588.0,880.0,378.0,1492.0,1580.0
04/09/12_9498.0,588.0,880.0,378.0,1492.0,1580.0,458.0
04/09/12_9532.0,880.0,378.0,1492.0,1580.0,458.0,665.0
04/09/12_9578.0,378.0,1492.0,1580.0,458.0,665.0,306.0
04/09/12_9611.0,1492.0,1580.0,458.0,665.0,306.0,72.0
04/09/12_9613.0,1580.0,458.0,665.0,306.0,72.0,914.0
04/09/12_9632.0,458.0,665.0,306.0,72.0,914.0,382.0
04/09/12_9672.0,665.0,306.0,72.0,914.0,382.0,963.0
04/09/12_9680.0,306.0,72.0,914.0,382.0,963.0,294.0
04/09/12_9700.0,72.0,914.0,382.0,963.0,294.0,564.0
04/09/12_9713.0,914.0,382.0,963.0,294.0,564.0,658.0
04/09/12_9731.0,382.0,963.0,294.0,564.0,658.0,407.0
04/09/12_9745.0,963.0,294.0,564.0,658.0,407.0,1663.0
04/09/12_9770.0,294.0,564.0,658.0,407.0,1663.0,597.0
04/09/12_9789.0,564.0,658.0,407.0,1663.0,597.0,1716.0
04/09/12_9809.0,658.0,407.0,1663.0,597.0,1716.0,1111.0
04/09/12_9813.0,407.0,1663.0,597.0,1716.0,1111.0,448.0
04/09/12_9823.0,1663.0,597.0,1716.0,1111.0,448.0,341.0
04/09/12_9837.0,597.0,1716.0,1111.0,448.0,341.0,765.0
04/09/12_9845.0,1716.0,1111.0,448.0,341.0,765.0,1152.0
04/09/12_9872.0,1111.0,448.0,341.0,765.0,1152.0,661.0
04/09/12_9876.0,448.0,341.0,765.0,1152.0,661.0,698.0
04/09/12_9879.0,341.0,765.0,1152.0,661.0,698.0,451.0
04/09/12_9880.0,765.0,1152.0,661.0,698.0,451.0,1164.0
04/09/12_9881.0,1152.0,661.0,698.0,451.0,1164.0,755.0
04/09/12_9890.0,661.0,698.0,451.0,1164.0,755.0,2086.0
04/09/12_9909.0,698.0,451.0,1164.0,755.0,2086.0,730.0
04/09/12_9954.0,451.0,1164.0,755.0,2086.0,730.0,605.0
04/09/12_9961.0,1164.0,755.0,2086.0,730.0,605.0,158.0
04/09/12_9984.0,755.0,2086.0,730.0,605.0,158.0,908.0
04/12/12_8023.0,2086.0,730.0,605.0,158.0,908.0,1234.0
04/12/12_8058.0,730.0,605.0,158.0,908.0,1234.0,597.0
04/12/12_8063.0,605.0,158.0,908.0,1234.0,597.0,364.0
04/12/12_8091.0,158.0,908.0,1234.0,597.0,364.0,1622.0
04/12/12_8094.0,908.0,1234.0,597.0,364.0,1622.0,736.0
04/12/12_8095.0,1234.0,597.0,364.0,1622.0,736.0,267.0
04/12/12_8121.0,597.0,364.0,1622.0,736.0,267.0,219.0
04/12/12_8218.0,364.0,1622.0,736.0,267.0,219.0,1061.0
04/12/12_8222.0,1622.0,736.0,267.0,219.0,1061.0,496.0
04/12/12_8317.0,736.0,267.0,219.0,1061.0,496.0,538.0
04/12/12_8319.0,267.0,219.0,1061.0,496.0,538.0,933.0
04/12/12_8392.0,219.0,1061.0,496.0,538.0,933.0,210.0
04/12/12_8398.0,1061.0,496.0,538.0,933.0,210.0,1209.0
04/12/12_8400.0,496.0,538.0,933.0,210.0,1209.0,1038.0
04/12/12_8422.0,538.0,933.0,210.0,1209.0,1038.0,431.0
04/12/12_8438.0,933.0,210.0,1209.0,1038.0,431.0,968.0
04/12/12_8555.0,210.0,1209.0,1038.0,431.0,968.0,23.0
04/12/12_8562.0,1209.0,1038.0,431.0,968.0,23.0,774.0
04/12/12_8869.0,1038.0,431.0,968.0,23.0,774.0,609.0
04/12/12_8911.0,431.0,968.0,23.0,774.0,609.0,1588.0
04/12/12_8991.0,968.0,23.0,774.0,609.0,1588.0,341.0
04/12/12_9001.0,23.0,774.0,609.0,1588.0,341.0,859.0
04/12/12_9043.0,774.0,609.0,1588.0,341.0,859.0,900.0
04/12/12_9092.0,609.0,1588.0,341.0,859.0,900.0,142.0
04/12/12_9112.0,1588.0,341.0,859.0,900.0,142.0,776.0
04/12/12_9132.0,341.0,859.0,900.0,142.0,776.0,370.0
04/12/12_9147.0,859.0,900.0,142.0,776.0,370.0,1244.0
04/12/12_9164.0,900.0,142.0,776.0,370.0,1244.0,1130.0
04/12/12_9178.0,142.0,776.0,370.0,1244.0,1130.0,600.0
04/12/12_9190.0,776.0,370.0,1244.0,1130.0,600.0,479.0
04/12/12_9221.0,370.0,1244.0,1130.0,600.0,479.0,553.0
04/12/12_9250.0,1244.0,1130.0,600.0,479.0,553.0,434.0
04/12/12_9273.0,1130.0,600.0,479.0,553.0,434.0,392.0
04/12/12_9279.0,600.0,479.0,553.0,434.0,392.0,619.0
04/12/12_9281.0,479.0,553.0,434.0,392.0,619.0,513.0
04/12/12_9328.0,553.0,434.0,392.0,619.0,513.0,348.0
04/12/12_9371.0,434.0,392.0,619.0,513.0,348.0,201.0
04/12/12_9425.0,392.0,619.0,513.0,348.0,201.0,482.0
04/12/12_9430.0,619.0,513.0,348.0,201.0,482.0,487.0
04/12/12_9432.0,513.0,348.0,201.0,482.0,487.0,701.0
04/12/12_9436.0,348.0,201.0,482.0,487.0,701.0,1054.0
04/12/12_9439.0,201.0,482.0,487.0,701.0,1054.0,494.0
04/12/12_9442.0,482.0,487.0,701.0,1054.0,494.0,519.0
04/12/12_9456.0,487.0,701.0,1054.0,494.0,519.0,742.0
04/12/12_9479.0,701.0,1054.0,494.0,519.0,742.0,369.0
04/12/12_9481.0,1054.0,494.0,519.0,742.0,369.0,1526.0
04/12/12_9490.0,494.0,519.0,742.0,369.0,1526.0,1329.0
04/12/12_9498.0,519.0,742.0,369.0,1526.0,1329.0,486.0
04/12/12_9532.0,742.0,369.0,1526.0,1329.0,486.0,619.0
04/12/12_9578.0,369.0,1526.0,1329.0,486.0,619.0,354.0
04/12/12_9611.0,1526.0,1329.0,486.0,619.0,354.0,87.0
04/12/12_9613.0,1329.0,486.0,619.0,354.0,87.0,837.0
04/12/12_9632.0,486.0,619.0,354.0,87.0,837.0,432.0
04/12/12_9672.0,619.0,354.0,87.0,837.0,432.0,829.0
04/12/12_9680.0,354.0,87.0,837.0,432.0,829.0,382.0
04/12/12_9700.0,87.0,837.0,432.0,829.0,382.0,558.0
04/12/12_9713.0,837.0,432.0,829.0,382.0,558.0,583.0
04/12/12_9731.0,432.0,829.0,382.0,558.0,583.0,455.0
04/12/12_9745.0,829.0,382.0,558.0,583.0,455.0,1547.0
04/12/12_9770.0,382.0,558.0,583.0,455.0,1547.0,629.0
04/12/12_9789.0,558.0,583.0,455.0,1547.0,629.0,1683.0
04/12/12_9809.0,583.0,455.0,1547.0,629.0,1683.0,912.0
04/12/12_9813.0,455.0,1547.0,629.0,1683.0,912.0,529.0
04/12/12_9823.0,1547.0,629.0,1683.0,912.0,529.0,403.0
04/12/12_9837.0,629.0,1683.0,912.0,529.0,403.0,781.0
04/12/12_9845.0,1683.0,912.0,529.0,403.0,781.0,947.0
04/12/12_9872.0,912.0,529.0,403.0,781.0,947.0,637.0
04/12/12_9876.0,529.0,403.0,781.0,947.0,637.0,596.0
04/12/12_9879.0,403.0,781.0,947.0,637.0,596.0,568.0
04/12/12_9880.0,781.0,947.0,637.0,596.0,568.0,1002.0
04/12/12_9881.0,947.0,637.0,596.0,568.0,1002.0,594.0
04/12/12_9890.0,637.0,596.0,568.0,1002.0,594.0,2507.0
04/12/12_9909.0,596.0,568.0,1002.0,594.0,2507.0,814.0
04/12/12_9954.0,568.0,1002.0,594.0,2507.0,814.0,804.0
04/12/12_9961.0,1002.0,594.0,2507.0,814.0,804.0,278.0
04/12/12_9984.0,594.0,2507.0,814.0,804.0,278.0,1316.0
05/02/13_8023.0,2507.0,814.0,804.0,278.0,1316.0,1465.0
05/02/13_8058.0,814.0,804.0,278.0,1316.0,1465.0,813.0
05/02/13_8063.0,804.0,278.0,1316.0,1465.0,813.0,521.0
05/02/13_8091.0,278.0,1316.0,1465.0,813.0,521.0,1801.0
05/02/13_8094.0,1316.0,1465.0,813.0,521.0,1801.0,1031.0
05/02/13_8095.0,1465.0,813.0,521.0,1801.0,1031.0,231.0
05/02/13_8121.0,813.0,521.0,1801.0,1031.0,231.0,267.0
05/02/13_8218.0,521.0,1801.0,1031.0,231.0,267.0,1310.0
05/02/13_8222.0,1801.0,1031.0,231.0,267.0,1310.0,683.0
05/02/13_8317.0,1031.0,231.0,267.0,1310.0,683.0,624.0
05/02/13_8319.0,231.0,267.0,1310.0,683.0,624.0,1362.0
05/02/13_8392.0,267.0,1310.0,683.0,624.0,1362.0,334.0
05/02/13_8398.0,1310.0,683.0,624.0,1362.0,334.0,1424.0
05/02/13_8400.0,683.0,624.0,1362.0,334.0,1424.0,1220.0
05/02/13_8422.0,624.0,1362.0,334.0,1424.0,1220.0,528.0
05/02/13_8438.0,1362.0,334.0,1424.0,1220.0,528.0,1185.0
05/02/13_8555.0,334.0,1424.0,1220.0,528.0,1185.0,15.0
05/02/13_8562.0,1424.0,1220.0,528.0,1185.0,15.0,667.0
05/02/13_8869.0,1220.0,528.0,1185.0,15.0,667.0,831.0
05/02/13_8911.0,528.0,1185.0,15.0,667.0,831.0,1634.0
05/02/13_8991.0,1185.0,15.0,667.0,831.0,1634.0,370.0
05/02/13_9001.0,15.0,667.0,831.0,1634.0,370.0,818.0
05/02/13_9043.0,667.0,831.0,1634.0,370.0,818.0,1156.0
05/02/13_9092.0,831.0,1634.0,370.0,818.0,1156.0,268.0
05/02/13_9112.0,1634.0,370.0,818.0,1156.0,268.0,999.0
05/02/13_9132.0,370.0,818.0,1156.0,268.0,999.0,501.0
05/02/13_9147.0,818.0,1156.0,268.0,999.0,501.0,1421.0
05/02/13_9164.0,1156.0,268.0,999.0,501.0,1421.0,1138.0
05/02/13_9178.0,268.0,999.0,501.0,1421.0,1138.0,855.0
05/02/13_9190.0,999.0,501.0,1421.0,1138.0,855.0,410.0
05/02/13_9221.0,501.0,1421.0,1138.0,855.0,410.0,820.0
05/02/13_9250.0,1421.0,1138.0,855.0,410.0,820.0,413.0
05/02/13_9273.0,1138.0,855.0,410.0,820.0,413.0,538.0
05/02/13_9279.0,855.0,410.0,820.0,413.0,538.0,672.0
05/02/13_9281.0,410.0,820.0,413.0,538.0,672.0,639.0
05/02/13_9328.0,820.0,413.0,538.0,672.0,639.0,349.0
05/02/13_9371.0,413.0,538.0,672.0,639.0,349.0,331.0
05/02/13_9425.0,538.0,672.0,639.0,349.0,331.0,384.0
05/02/13_9430.0,672.0,639.0,349.0,331.0,384.0,748.0
05/02/13_9432.0,639.0,349.0,331.0,384.0,748.0,873.0
05/02/13_9436.0,349.0,331.0,384.0,748.0,873.0,968.0
05/02/13_9439.0,331.0,384.0,748.0,873.0,968.0,508.0
05/02/13_9442.0,384.0,748.0,873.0,968.0,508.0,783.0
05/02/13_9456.0,748.0,873.0,968.0,508.0,783.0,1097.0
05/02/13_9479.0,873.0,968.0,508.0,783.0,1097.0,416.0
05/02/13_9481.0,968.0,508.0,783.0,1097.0,416.0,1790.0
05/02/13_9490.0,508.0,783.0,1097.0,416.0,1790.0,1660.0
05/02/13_9498.0,783.0,1097.0,416.0,1790.0,1660.0,486.0
05/02/13_9532.0,1097.0,416.0,1790.0,1660.0,486.0,741.0
05/02/13_9578.0,416.0,1790.0,1660.0,486.0,741.0,496.0
05/02/13_9611.0,1790.0,1660.0,486.0,741.0,496.0,56.0
05/02/13_9613.0,1660.0,486.0,741.0,496.0,56.0,880.0
05/02/13_9632.0,486.0,741.0,496.0,56.0,880.0,470.0
05/02/13_9672.0,741.0,496.0,56.0,880.0,470.0,1065.0
05/02/13_9680.0,496.0,56.0,880.0,470.0,1065.0,466.0
05/02/13_9700.0,56.0,880.0,470.0,1065.0,466.0,781.0
05/02/13_9713.0,880.0,470.0,1065.0,466.0,781.0,590.0
05/02/13_9731.0,470.0,1065.0,466.0,781.0,590.0,648.0
05/02/13_9745.0,1065.0,466.0,781.0,590.0,648.0,1720.0
05/02/13_9770.0,466.0,781.0,590.0,648.0,1720.0,743.0
05/02/13_9789.0,781.0,590.0,648.0,1720.0,743.0,2002.0
05/02/13_9809.0,590.0,648.0,1720.0,743.0,2002.0,1373.0
05/02/13_9813.0,648.0,1720.0,743.0,2002.0,1373.0,515.0
05/02/13_9823.0,1720.0,743.0,2002.0,1373.0,515.0,575.0
05/02/13_9837.0,743.0,2002.0,1373.0,515.0,575.0,1181.0
05/02/13_9845.0,2002.0,1373.0,515.0,575.0,1181.0,1103.0
05/02/13_9872.0,1373.0,515.0,575.0,1181.0,1103.0,558.0
05/02/13_9876.0,515.0,575.0,1181.0,1103.0,558.0,835.0
05/02/13_9879.0,575.0,1181.0,1103.0,558.0,835.0,785.0
05/02/13_9880.0,1181.0,1103.0,558.0,835.0,785.0,1376.0
05/02/13_9881.0,1103.0,558.0,835.0,785.0,1376.0,812.0
05/02/13_9890.0,558.0,835.0,785.0,1376.0,812.0,2083.0
05/02/13_9909.0,835.0,785.0,1376.0,812.0,2083.0,911.0
05/02/13_9954.0,785.0,1376.0,812.0,2083.0,911.0,759.0
05/02/13_9961.0,1376.0,812.0,2083.0,911.0,759.0,220.0
05/02/13_9984.0,812.0,2083.0,911.0,759.0,220.0,1005.0
05/03/13_8023.0,2083.0,911.0,759.0,220.0,1005.0,1498.0
05/03/13_8058.0,911.0,759.0,220.0,1005.0,1498.0,606.0
05/03/13_8063.0,759.0,220.0,1005.0,1498.0,606.0,371.0
05/03/13_8091.0,220.0,1005.0,1498.0,606.0,371.0,1978.0
05/03/13_8094.0,1005.0,1498.0,606.0,371.0,1978.0,978.0
05/03/13_8095.0,1498.0,606.0,371.0,1978.0,978.0,316.0
05/03/13_8121.0,606.0,371.0,1978.0,978.0,316.0,307.0
05/03/13_8218.0,371.0,1978.0,978.0,316.0,307.0,1116.0
05/03/13_8222.0,1978.0,978.0,316.0,307.0,1116.0,662.0
05/03/13_8317.0,978.0,316.0,307.0,1116.0,662.0,478.0
05/03/13_8319.0,316.0,307.0,1116.0,662.0,478.0,1187.0
05/03/13_8392.0,307.0,1116.0,662.0,478.0,1187.0,235.0
05/03/13_8398.0,1116.0,662.0,478.0,1187.0,235.0,1221.0
05/03/13_8400.0,662.0,478.0,1187.0,235.0,1221.0,1666.0
05/03/13_8422.0,478.0,1187.0,235.0,1221.0,1666.0,447.0
05/03/13_8438.0,1187.0,235.0,1221.0,1666.0,447.0,1024.0
05/03/13_8555.0,235.0,1221.0,1666.0,447.0,1024.0,52.0
05/03/13_8562.0,1221.0,1666.0,447.0,1024.0,52.0,944.0
05/03/13_8869.0,1666.0,447.0,1024.0,52.0,944.0,648.0
05/03/13_8911.0,447.0,1024.0,52.0,944.0,648.0,1757.0
05/03/13_8991.0,1024.0,52.0,944.0,648.0,1757.0,407.0
05/03/13_9001.0,52.0,944.0,648.0,1757.0,407.0,896.0
05/03/13_9043.0,944.0,648.0,1757.0,407.0,896.0,1106.0
05/03/13_9092.0,648.0,1757.0,407.0,896.0,1106.0,174.0
05/03/13_9112.0,1757.0,407.0,896.0,1106.0,174.0,869.0
05/03/13_9132.0,407.0,896.0,1106.0,174.0,869.0,639.0
05/03/13_9147.0,896.0,1106.0,174.0,869.0,639.0,1309.0
05/03/13_9164.0,1106.0,174.0,869.0,639.0,1309.0,751.0
05/03/13_9178.0,174.0,869.0,639.0,1309.0,751.0,817.0
05/03/13_9190.0,869.0,639.0,1309.0,751.0,817.0,517.0
05/03/13_9221.0,639.0,1309.0,751.0,817.0,517.0,718.0
05/03/13_9250.0,1309.0,751.0,817.0,517.0,718.0,644.0
05/03/13_9273.0,751.0,817.0,517.0,718.0,644.0,493.0
05/03/13_9279.0,817.0,517.0,718.0,644.0,493.0,715.0
05/03/13_9281.0,517.0,718.0,644.0,493.0,715.0,606.0
05/03/13_9328.0,718.0,644.0,493.0,715.0,606.0,464.0
05/03/13_9371.0,644.0,493.0,715.0,606.0,464.0,324.0
05/03/13_9425.0,493.0,715.0,606.0,464.0,324.0,590.0
05/03/13_9430.0,715.0,606.0,464.0,324.0,590.0,577.0
05/03/13_9432.0,606.0,464.0,324.0,590.0,577.0,622.0
05/03/13_9436.0,464.0,324.0,590.0,577.0,622.0,1206.0
05/03/13_9439.0,324.0,590.0,577.0,622.0,1206.0,488.0
05/03/13_9442.0,590.0,577.0,622.0,1206.0,488.0,816.0
05/03/13_9456.0,577.0,622.0,1206.0,488.0,816.0,910.0
05/03/13_9479.0,622.0,1206.0,488.0,816.0,910.0,457.0
05/03/13_9481.0,1206.0,488.0,816.0,910.0,457.0,1713.0
05/03/13_9490.0,488.0,816.0,910.0,457.0,1713.0,1351.0
05/03/13_9498.0,816.0,910.0,457.0,1713.0,1351.0,504.0
05/03/13_9532.0,910.0,457.0,1713.0,1351.0,504.0,785.0
05/03/13_9578.0,457.0,1713.0,1351.0,504.0,785.0,475.0
05/03/13_9611.0,1713.0,1351.0,504.0,785.0,475.0,111.0
05/03/13_9613.0,1351.0,504.0,785.0,475.0,111.0,979.0
05/03/13_9632.0,504.0,785.0,475.0,111.0,979.0,472.0
05/03/13_9672.0,785.0,475.0,111.0,979.0,472.0,920.0
05/03/13_9680.0,475.0,111.0,979.0,472.0,920.0,475.0
05/03/13_9700.0,111.0,979.0,472.0,920.0,475.0,568.0
05/03/13_9713.0,979.0,472.0,920.0,475.0,568.0,790.0
05/03/13_9731.0,472.0,920.0,475.0,568.0,790.0,600.0
05/03/13_9745.0,920.0,475.0,568.0,790.0,600.0,1897.0
05/03/13_9770.0,475.0,568.0,790.0,600.0,1897.0,648.0
05/03/13_9789.0,568.0,790.0,600.0,1897.0,648.0,2188.0
05/03/13_9809.0,790.0,600.0,1897.0,648.0,2188.0,1156.0
05/03/13_9813.0,600.0,1897.0,648.0,2188.0,1156.0,537.0
05/03/13_9823.0,1897.0,648.0,2188.0,1156.0,537.0,560.0
05/03/13_9837.0,648.0,2188.0,1156.0,537.0,560.0,951.0
05/03/13_9845.0,2188.0,1156.0,537.0,560.0,951.0,1176.0
05/03/13_9872.0,1156.0,537.0,560.0,951.0,1176.0,868.0
05/03/13_9876.0,537.0,560.0,951.0,1176.0,868.0,968.0
05/03/13_9879.0,560.0,951.0,1176.0,868.0,968.0,600.0
05/03/13_9880.0,951.0,1176.0,868.0,968.0,600.0,1244.0
05/03/13_9881.0,1176.0,868.0,968.0,600.0,1244.0,771.0
05/03/13_9890.0,868.0,968.0,600.0,1244.0,771.0,2174.0
05/03/13_9909.0,968.0,600.0,1244.0,771.0,2174.0,521.0
05/03/13_9954.0,600.0,1244.0,771.0,2174.0,521.0,590.0
05/03/13_9961.0,1244.0,771.0,2174.0,521.0,590.0,182.0
05/03/13_9984.0,771.0,2174.0,521.0,590.0,182.0,850.0
05/06/12_8023.0,2174.0,521.0,590.0,182.0,850.0,1445.0
05/06/12_8058.0,521.0,590.0,182.0,850.0,1445.0,468.0
05/06/12_8063.0,590.0,182.0,850.0,1445.0,468.0,430.0
05/06/12_8091.0,182.0,850.0,1445.0,468.0,430.0,1159.0
05/06/12_8094.0,850.0,1445.0,468.0,430.0,1159.0,793.0
05/06/12_8095.0,1445.0,468.0,430.0,1159.0,793.0,214.0
05/06/12_8121.0,468.0,430.0,1159.0,793.0,214.0,255.0
05/06/12_8218.0,430.0,1159.0,793.0,214.0,255.0,787.0
05/06/12_8222.0,1159.0,793.0,214.0,255.0,787.0,467.0
05/06/12_8317.0,793.0,214.0,255.0,787.0,467.0,490.0
05/06/12_8319.0,214.0,255.0,787.0,467.0,490.0,847.0
05/06/12_8392.0,255.0,787.0,467.0,490.0,847.0,182.0
05/06/12_8398.0,787.0,467.0,490.0,847.0,182.0,948.0
05/06/12_8400.0,467.0,490.0,847.0,182.0,948.0,895.0
05/06/12_8422.0,490.0,847.0,182.0,948.0,895.0,410.0
05/06/12_8438.0,847.0,182.0,948.0,895.0,410.0,854.0
05/06/12_8555.0,182.0,948.0,895.0,410.0,854.0,68.0
05/06/12_8562.0,948.0,895.0,410.0,854.0,68.0,658.0
05/06/12_8869.0,895.0,410.0,854.0,68.0,658.0,687.0
05/06/12_8911.0,410.0,854.0,68.0,658.0,687.0,1323.0
05/06/12_8991.0,854.0,68.0,658.0,687.0,1323.0,287.0
05/06/12_9001.0,68.0,658.0,687.0,1323.0,287.0,797.0
05/06/12_9043.0,658.0,687.0,1323.0,287.0,797.0,795.0
05/06/12_9092.0,687.0,1323.0,287.0,797.0,795.0,130.0
05/06/12_9112.0,1323.0,287.0,797.0,795.0,130.0,767.0
05/06/12_9132.0,287.0,797.0,795.0,130.0,767.0,352.0
05/06/12_9147.0,797.0,795.0,130.0,767.0,352.0,1050.0
05/06/12_9164.0,795.0,130.0,767.0,352.0,1050.0,413.0
05/06/12_9178.0,130.0,767.0,352.0,1050.0,413.0,717.0
05/06/12_9190.0,767.0,352.0,1050.0,413.0,717.0,378.0
05/06/12_9221.0,352.0,1050.0,413.0,717.0,378.0,482.0
05/06/12_9250.0,1050.0,413.0,717.0,378.0,482.0,416.0
05/06/12_9273.0,413.0,717.0,378.0,482.0,416.0,370.0
05/06/12_9279.0,717.0,378.0,482.0,416.0,370.0,687.0
05/06/12_9281.0,378.0,482.0,416.0,370.0,687.0,482.0
05/06/12_9328.0,482.0,416.0,370.0,687.0,482.0,282.0
05/06/12_9371.0,416.0,370.0,687.0,482.0,282.0,215.0
05/06/12_9425.0,370.0,687.0,482.0,282.0,215.0,373.0
05/06/12_9430.0,687.0,482.0,282.0,215.0,373.0,344.0
05/06/12_9432.0,482.0,282.0,215.0,373.0,344.0,618.0
05/06/12_9436.0,282.0,215.0,373.0,344.0,618.0,1092.0
05/06/12_9439.0,215.0,373.0,344.0,618.0,1092.0,474.0
05/06/12_9442.0,373.0,344.0,618.0,1092.0,474.0,460.0
05/06/12_9456.0,344.0,618.0,1092.0,474.0,460.0,665.0
05/06/12_9479.0,618.0,1092.0,474.0,460.0,665.0,368.0
05/06/12_9481.0,1092.0,474.0,460.0,665.0,368.0,1287.0
05/06/12_9490.0,474.0,460.0,665.0,368.0,1287.0,1355.0
05/06/12_9498.0,460.0,665.0,368.0,1287.0,1355.0,344.0
05/06/12_9532.0,665.0,368.0,1287.0,1355.0,344.0,632.0
05/06/12_9578.0,368.0,1287.0,1355.0,344.0,632.0,318.0
05/06/12_9611.0,1287.0,1355.0,344.0,632.0,318.0,69.0
05/06/12_9613.0,1355.0,344.0,632.0,318.0,69.0,771.0
05/06/12_9632.0,344.0,632.0,318.0,69.0,771.0,304.0
05/06/12_9672.0,632.0,318.0,69.0,771.0,304.0,812.0
05/06/12_9680.0,318.0,69.0,771.0,304.0,812.0,278.0
05/06/12_9700.0,69.0,771.0,304.0,812.0,278.0,495.0
05/06/12_9713.0,771.0,304.0,812.0,278.0,495.0,496.0
05/06/12_9731.0,304.0,812.0,278.0,495.0,496.0,332.0
05/06/12_9745.0,812.0,278.0,495.0,496.0,332.0,1496.0
05/06/12_9770.0,278.0,495.0,496.0,332.0,1496.0,536.0
05/06/12_9789.0,495.0,496.0,332.0,1496.0,536.0,1564.0
05/06/12_9809.0,496.0,332.0,1496.0,536.0,1564.0,909.0
05/06/12_9813.0,332.0,1496.0,536.0,1564.0,909.0,417.0
05/06/12_9823.0,1496.0,536.0,1564.0,909.0,417.0,299.0
05/06/12_9837.0,536.0,1564.0,909.0,417.0,299.0,742.0
05/06/12_9845.0,1564.0,909.0,417.0,299.0,742.0,737.0
05/06/12_9872.0,909.0,417.0,299.0,742.0,737.0,566.0
05/06/12_9876.0,417.0,299.0,742.0,737.0,566.0,591.0
05/06/12_9879.0,299.0,742.0,737.0,566.0,591.0,582.0
05/06/12_9880.0,742.0,737.0,566.0,591.0,582.0,1000.0
05/06/12_9881.0,737.0,566.0,591.0,582.0,1000.0,480.0
05/06/12_9890.0,566.0,591.0,582.0,1000.0,480.0,2019.0
05/06/12_9909.0,591.0,582.0,1000.0,480.0,2019.0,621.0
05/06/12_9954.0,582.0,1000.0,480.0,2019.0,621.0,549.0
05/06/12_9961.0,1000.0,480.0,2019.0,621.0,549.0,188.0
05/06/12_9984.0,480.0,2019.0,621.0,549.0,188.0,774.0
05/09/11_8023.0,2019.0,621.0,549.0,188.0,774.0,1102.0
05/09/11_8058.0,621.0,549.0,188.0,774.0,1102.0,588.0
05/09/11_8063.0,549.0,188.0,774.0,1102.0,588.0,311.0
05/09/11_8091.0,188.0,774.0,1102.0,588.0,311.0,1129.0
05/09/11_8094.0,774.0,1102.0,588.0,311.0,1129.0,1041.0
05/09/11_8095.0,1102.0,588.0,311.0,1129.0,1041.0,211.0
05/09/11_8121.0,588.0,311.0,1129.0,1041.0,211.0,223.0
05/09/11_8218.0,311.0,1129.0,1041.0,211.0,223.0,713.0
05/09/11_8222.0,1129.0,1041.0,211.0,223.0,713.0,378.0
05/09/11_8317.0,1041.0,211.0,223.0,713.0,378.0,598.0
05/09/11_8319.0,211.0,223.0,713.0,378.0,598.0,798.0
05/09/11_8392.0,223.0,713.0,378.0,598.0,798.0,353.0
05/09/11_8398.0,713.0,378.0,598.0,798.0,353.0,1012.0
05/09/11_8400.0,378.0,598.0,798.0,353.0,1012.0,940.0
05/09/11_8422.0,598.0,798.0,353.0,1012.0,940.0,428.0
05/09/11_8438.0,798.0,353.0,1012.0,940.0,428.0,884.0
05/09/11_8555.0,353.0,1012.0,940.0,428.0,884.0,24.0
05/09/11_8562.0,1012.0,940.0,428.0,884.0,24.0,532.0
05/09/11_8869.0,940.0,428.0,884.0,24.0,532.0,593.0
05/09/11_8911.0,428.0,884.0,24.0,532.0,593.0,1246.0
05/09/11_8991.0,884.0,24.0,532.0,593.0,1246.0,273.0
05/09/11_9001.0,24.0,532.0,593.0,1246.0,273.0,589.0
05/09/11_9043.0,532.0,593.0,1246.0,273.0,589.0,937.0
05/09/11_9092.0,593.0,1246.0,273.0,589.0,937.0,160.0
05/09/11_9112.0,1246.0,273.0,589.0,937.0,160.0,858.0
05/09/11_9132.0,273.0,589.0,937.0,160.0,858.0,408.0
